Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income,Age_original,combined_group,sample_weight,Race_Sex_combined,Age_Sex_combined
Early Adulthood,Private,223212,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K,31,Early Adulthood_Private_7th-8th_Never-married_Handlers-cleaners_Own-child_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,125762,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K,33,Early Adulthood_Private_HS-grad_Married-civ-spouse_Sales_Husband_White_Male_United-States,1.2985074626865671,White_Male,Early Adulthood_Male
Youth,Private,283969,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,15,United-States,<=50K,20,Youth_Private_Some-college_Never-married_Handlers-cleaners_Other-relative_White_Male_United-States,0.5,White_Male,Youth_Male
Youth,Private,374163,12th,8,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,60,Mexico,<=50K,25,Youth_Private_12th_Married-civ-spouse_Farming-fishing_Husband_Other_Male_Mexico,0.5,Other_Male,Youth_Male
Midlife,State-gov,118567,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,49,Midlife_State-gov_Some-college_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,0.5,White_Male,Midlife_Male
Youth,Private,147655,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K,21,Youth_Private_HS-grad_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Midlife,Private,82797,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,45,Midlife_Private_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5631970260223048,White_Male,Midlife_Male
Early Adulthood,Local-gov,142573,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,36,Early Adulthood_Local-gov_HS-grad_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.75,White_Male,Early Adulthood_Male
Midlife,Private,235167,5th-6th,3,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,32,Mexico,<=50K,41,Midlife_Private_5th-6th_Married-spouse-absent_Priv-house-serv_Not-in-family_White_Female_Mexico,0.5,White_Female,Midlife_Female
Youth,Private,53245,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1602,12,United-States,<=50K,23,Youth_Private_Bachelors_Never-married_Sales_Not-in-family_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,Private,28035,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,47,Midlife_Private_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5631970260223048,White_Male,Midlife_Male
Midlife,Private,247082,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,41,Midlife_Private_HS-grad_Divorced_Exec-managerial_Not-in-family_White_Male_United-States,0.6666666666666666,White_Male,Midlife_Male
Early Adulthood,Private,123397,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K,30,Early Adulthood_Private_HS-grad_Never-married_Handlers-cleaners_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Local-gov,133327,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,29,Early Adulthood_Local-gov_Some-college_Never-married_Farming-fishing_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Private,102270,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,31,Early Adulthood_Private_7th-8th_Divorced_Machine-op-inspct_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Elderly,?,45817,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,<=50K,64,Elderly_?_9th_Married-civ-spouse_?_Husband_White_Male_United-States,0.5555555555555556,White_Male,Elderly_Male
Midlife,Private,240988,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,55,Midlife_Private_9th_Married-civ-spouse_Machine-op-inspct_Other-relative_Asian-Pac-Islander_Male_Philippines,0.5,Asian-Pac-Islander_Male,Midlife_Male
Youth,Private,386378,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,19,Youth_Private_HS-grad_Never-married_Other-service_Not-in-family_White_Male_United-States,0.5125,White_Male,Youth_Male
Early Adulthood,State-gov,350651,12th,8,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K,31,Early Adulthood_State-gov_12th_Married-civ-spouse_Tech-support_Wife_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Youth,State-gov,76142,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,<=50K,18,Youth_State-gov_11th_Never-married_Other-service_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Elderly,Private,73773,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K,68,Elderly_Private_HS-grad_Widowed_Sales_Not-in-family_White_Female_United-States,0.5384615384615384,White_Female,Elderly_Female
Midlife,?,281504,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,50,Midlife_?_Some-college_Married-civ-spouse_?_Husband_White_Male_United-States,0.71875,White_Male,Midlife_Male
Early Adulthood,Local-gov,293358,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,48,United-States,<=50K,36,Early Adulthood_Local-gov_Some-college_Never-married_Exec-managerial_Unmarried_Black_Female_United-States,0.5,Black_Female,Early Adulthood_Female
Midlife,Private,146906,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,44,Midlife_Private_Prof-school_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.5480769230769231,White_Male,Midlife_Male
Midlife,Self-emp-not-inc,331474,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,58,Midlife_Self-emp-not-inc_HS-grad_Married-civ-spouse_Adm-clerical_Wife_White_Female_United-States,1.0,White_Female,Midlife_Female
Youth,Private,213719,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K,20,Youth_Private_HS-grad_Never-married_Sales_Own-child_Black_Female_United-States,0.5,Black_Female,Youth_Female
Youth,Private,101795,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,18,Youth_Private_10th_Never-married_Handlers-cleaners_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Early Adulthood,Private,228265,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States,<=50K,32,Early Adulthood_Private_HS-grad_Never-married_Handlers-cleaners_Own-child_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Midlife,Self-emp-not-inc,130206,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,49,Midlife_Self-emp-not-inc_HS-grad_Divorced_Other-service_Not-in-family_White_Female_United-States,0.5,White_Female,Midlife_Female
Early Adulthood,Private,324254,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,34,Early Adulthood_Private_HS-grad_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,0.6782178217821783,White_Male,Early Adulthood_Male
Youth,Private,223019,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,22,Youth_Private_HS-grad_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Private,189666,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K,40,Early Adulthood_Private_HS-grad_Married-civ-spouse_Other-service_Husband_White_Male_United-States,0.56,White_Male,Early Adulthood_Male
Early Adulthood,Private,139086,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,35,Early Adulthood_Private_HS-grad_Married-civ-spouse_Handlers-cleaners_Husband_White_Male_United-States,0.6030927835051546,White_Male,Early Adulthood_Male
Early Adulthood,Private,359327,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,?,<=50K,26,Early Adulthood_Private_Some-college_Married-civ-spouse_Sales_Husband_White_Male_?,0.75,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,75065,12th,8,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,Vietnam,<=50K,44,Midlife_Self-emp-not-inc_12th_Married-civ-spouse_Exec-managerial_Husband_Asian-Pac-Islander_Male_Vietnam,0.5,Asian-Pac-Islander_Male,Midlife_Male
Midlife,Private,139843,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K,55,Midlife_Private_HS-grad_Divorced_Exec-managerial_Not-in-family_White_Female_United-States,0.6086956521739131,White_Female,Midlife_Female
Youth,Private,34310,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2603,40,United-States,<=50K,21,Youth_Private_Assoc-voc_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.6,White_Male,Youth_Male
Midlife,Private,346014,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K,54,Midlife_Private_Some-college_Married-civ-spouse_Craft-repair_Wife_White_Female_United-States,1.5,White_Female,Midlife_Female
Early Adulthood,Local-gov,163278,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2202,0,44,United-States,<=50K,39,Early Adulthood_Local-gov_Some-college_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Midlife,Private,31460,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,38,United-States,<=50K,52,Midlife_Private_HS-grad_Divorced_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Midlife_Male
Midlife,Self-emp-inc,33725,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,57,Midlife_Self-emp-inc_Bachelors_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.0,White_Male,Midlife_Male
Elderly,?,63552,7th-8th,4,Widowed,?,Not-in-family,White,Female,0,0,35,United-States,<=50K,67,Elderly_?_7th-8th_Widowed_?_Not-in-family_White_Female_United-States,0.5,White_Female,Elderly_Female
Midlife,State-gov,300623,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,58,Midlife_State-gov_HS-grad_Divorced_Adm-clerical_Unmarried_White_Female_United-States,0.5833333333333334,White_Female,Midlife_Female
Early Adulthood,Local-gov,177072,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,16,United-States,<=50K,27,Early Adulthood_Local-gov_Some-college_Never-married_Prof-specialty_Other-relative_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Elderly,?,37331,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,<=50K,66,Elderly_?_HS-grad_Married-civ-spouse_?_Husband_White_Male_United-States,0.6122448979591837,White_Male,Elderly_Male
Midlife,Private,167725,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,41,Midlife_Private_Some-college_Divorced_Machine-op-inspct_Not-in-family_White_Male_United-States,0.5384615384615384,White_Male,Midlife_Male
Youth,Private,131180,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,16,United-States,<=50K,18,Youth_Private_11th_Never-married_Prof-specialty_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Midlife,Private,275859,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,8614,0,52,Mexico,>50K,58,Midlife_Private_HS-grad_Widowed_Craft-repair_Unmarried_White_Male_Mexico,0.5,White_Male,Midlife_Male
Midlife,Private,275181,5th-6th,3,Divorced,Other-service,Not-in-family,White,Male,0,0,37,Cuba,<=50K,50,Midlife_Private_5th-6th_Divorced_Other-service_Not-in-family_White_Male_Cuba,0.5,White_Male,Midlife_Male
Early Adulthood,Private,398988,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,31,Early Adulthood_Private_Some-college_Never-married_Exec-managerial_Not-in-family_White_Male_United-States,0.5535714285714286,White_Male,Early Adulthood_Male
Early Adulthood,Private,222654,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,32,Early Adulthood_Private_10th_Divorced_Machine-op-inspct_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Self-emp-not-inc,111129,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,37,Early Adulthood_Self-emp-not-inc_Some-college_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.7333333333333333,White_Male,Early Adulthood_Male
Early Adulthood,Self-emp-not-inc,137795,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K,26,Early Adulthood_Self-emp-not-inc_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.1111111111111112,White_Male,Early Adulthood_Male
Early Adulthood,Local-gov,242150,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,33,Early Adulthood_Local-gov_Assoc-voc_Married-civ-spouse_Tech-support_Husband_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,State-gov,237873,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,35,Early Adulthood_State-gov_HS-grad_Never-married_Other-service_Unmarried_Black_Female_United-States,0.5,Black_Female,Early Adulthood_Female
Midlife,Private,367749,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,<=50K,44,Midlife_Private_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Female_Mexico,0.5,White_Female,Midlife_Female
Early Adulthood,Private,206600,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Mexico,<=50K,26,Early Adulthood_Private_Bachelors_Never-married_Craft-repair_Own-child_White_Male_Mexico,0.5,White_Male,Early Adulthood_Male
Midlife,Federal-gov,247043,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,48,Midlife_Federal-gov_HS-grad_Divorced_Adm-clerical_Not-in-family_White_Male_United-States,0.5,White_Male,Midlife_Male
Early Adulthood,Private,187702,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,40,Early Adulthood_Private_Bachelors_Never-married_Tech-support_Not-in-family_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Elderly,Private,41718,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K,62,Elderly_Private_10th_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.5,White_Male,Elderly_Male
Early Adulthood,Private,151835,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,37,Early Adulthood_Private_Prof-school_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Youth,Private,118938,11th,7,Never-married,Sales,Own-child,White,Male,0,0,18,United-States,<=50K,18,Youth_Private_11th_Never-married_Sales_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,Private,224870,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Other,Female,0,0,38,Ecuador,<=50K,48,Midlife_Private_HS-grad_Divorced_Machine-op-inspct_Other-relative_Other_Female_Ecuador,0.5,Other_Female,Midlife_Female
Midlife,Private,178341,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,45,Midlife_Private_Masters_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,2.85,White_Male,Midlife_Male
Early Adulthood,Private,61343,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,35,Early Adulthood_Private_Some-college_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.8373493975903614,White_Male,Early Adulthood_Male
Early Adulthood,Private,36989,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,35,Early Adulthood_Private_HS-grad_Divorced_Craft-repair_Unmarried_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Self-emp-not-inc,226296,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,51,United-States,<=50K,34,Early Adulthood_Self-emp-not-inc_HS-grad_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.9166666666666666,White_Male,Early Adulthood_Male
Early Adulthood,Private,186624,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Cuba,<=50K,29,Early Adulthood_Private_HS-grad_Married-civ-spouse_Other-service_Wife_White_Female_Cuba,0.5,White_Female,Early Adulthood_Female
Youth,Private,172582,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K,19,Youth_Private_Some-college_Never-married_Sales_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,State-gov,227392,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K,53,Midlife_State-gov_Some-college_Married-civ-spouse_Protective-serv_Husband_White_Male_United-States,1.5,White_Male,Midlife_Male
Midlife,Private,187563,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,49,Midlife_Private_Some-college_Divorced_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Midlife_Male
Elderly,Private,137499,HS-grad,9,Widowed,Sales,Other-relative,White,Female,0,0,16,United-States,<=50K,71,Elderly_Private_HS-grad_Widowed_Sales_Other-relative_White_Female_United-States,0.5,White_Female,Elderly_Female
Early Adulthood,Private,239397,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,Mexico,<=50K,38,Early Adulthood_Private_7th-8th_Married-civ-spouse_Craft-repair_Husband_White_Male_Mexico,0.5,White_Male,Early Adulthood_Male
Early Adulthood,Local-gov,327164,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,39,Early Adulthood_Local-gov_Masters_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.6666666666666667,White_Male,Early Adulthood_Male
Youth,Private,140798,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,23,Youth_Private_Bachelors_Never-married_Adm-clerical_Not-in-family_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Self-emp-inc,187450,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,29,Early Adulthood_Self-emp-inc_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.6842105263157895,White_Male,Early Adulthood_Male
Midlife,Private,194580,5th-6th,3,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K,52,Midlife_Private_5th-6th_Divorced_Farming-fishing_Unmarried_White_Male_United-States,0.5,White_Male,Midlife_Male
Midlife,Private,372682,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,41,Midlife_Private_Some-college_Married-civ-spouse_Adm-clerical_Wife_White_Female_United-States,0.9,White_Female,Midlife_Female
Youth,Private,235442,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,20,Youth_Private_Some-college_Never-married_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Youth_Male
Early Adulthood,Private,128065,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K,30,Early Adulthood_Private_Some-college_Married-civ-spouse_Tech-support_Husband_White_Male_United-States,0.8636363636363636,White_Male,Early Adulthood_Male
Midlife,Private,91545,10th,6,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,36,United-States,<=50K,56,Midlife_Private_10th_Divorced_Adm-clerical_Unmarried_Black_Female_United-States,0.5,Black_Female,Midlife_Female
Early Adulthood,Private,154604,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,26,Early Adulthood_Private_HS-grad_Divorced_Sales_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Federal-gov,192150,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,36,Early Adulthood_Federal-gov_HS-grad_Divorced_Adm-clerical_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Early Adulthood,Local-gov,216522,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,42,United-States,<=50K,26,Early Adulthood_Local-gov_Bachelors_Never-married_Prof-specialty_Own-child_Black_Female_United-States,0.5,Black_Female,Early Adulthood_Female
Midlife,Private,156040,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1848,40,United-States,>50K,58,Midlife_Private_Assoc-acdm_Married-civ-spouse_Machine-op-inspct_Husband_Black_Male_United-States,0.5,Black_Male,Midlife_Male
Youth,Private,206861,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,24,Youth_Private_Bachelors_Never-married_Adm-clerical_Own-child_White_Male_United-States,0.5,White_Male,Youth_Male
Midlife,Private,97632,Some-college,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,32,United-States,<=50K,41,Midlife_Private_Some-college_Divorced_Sales_Not-in-family_Asian-Pac-Islander_Female_United-States,0.5,Asian-Pac-Islander_Female,Midlife_Female
Early Adulthood,Private,189530,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K,27,Early Adulthood_Private_Some-college_Never-married_Sales_Own-child_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Early Adulthood,State-gov,381789,Some-college,10,Separated,Exec-managerial,Own-child,White,Male,0,2339,40,United-States,<=50K,28,Early Adulthood_State-gov_Some-college_Separated_Exec-managerial_Own-child_White_Male_United-States,0.5,White_Male,Early Adulthood_Male
Midlife,Self-emp-inc,368797,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,57,Midlife_Self-emp-inc_HS-grad_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.6153846153846154,White_Male,Midlife_Male
Youth,State-gov,41183,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K,21,Youth_State-gov_Some-college_Never-married_Prof-specialty_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Midlife,Private,191062,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,50,Midlife_Private_HS-grad_Married-civ-spouse_Handlers-cleaners_Husband_White_Male_United-States,0.7978723404255319,White_Male,Midlife_Male
Early Adulthood,Private,132963,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,27,Early Adulthood_Private_HS-grad_Married-civ-spouse_Handlers-cleaners_Husband_Black_Male_United-States,0.5833333333333334,Black_Male,Early Adulthood_Male
Midlife,Private,153551,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K,58,Midlife_Private_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Female_United-States,0.6071428571428571,White_Female,Midlife_Female
Early Adulthood,Self-emp-not-inc,66473,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,27,Early Adulthood_Self-emp-not-inc_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,1.1111111111111112,White_Male,Early Adulthood_Male
Early Adulthood,Private,240323,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0,17,United-States,<=50K,36,Early Adulthood_Private_HS-grad_Separated_Sales_Unmarried_Black_Female_United-States,0.5,Black_Female,Early Adulthood_Female
Elderly,Local-gov,242095,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,40,United-States,>50K,68,Elderly_Local-gov_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.8333333333333334,White_Male,Elderly_Male
Early Adulthood,Self-emp-inc,128016,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,33,Early Adulthood_Self-emp-inc_HS-grad_Widowed_Sales_Unmarried_White_Female_United-States,0.5,White_Female,Early Adulthood_Female
Youth,Private,29526,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,18,United-States,<=50K,19,Youth_Private_Some-college_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Early Adulthood,Private,342953,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,26,Early Adulthood_Private_HS-grad_Separated_Adm-clerical_Unmarried_Black_Female_United-States,0.5,Black_Female,Early Adulthood_Female
Early Adulthood,Private,215476,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,30,United-States,<=50K,37,Early Adulthood_Private_HS-grad_Never-married_Handlers-cleaners_Unmarried_Black_Female_United-States,0.5,Black_Female,Early Adulthood_Female
Midlife,Private,231919,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K,53,Midlife_Private_HS-grad_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,0.7868217054263565,White_Male,Midlife_Male
Early Adulthood,Private,52537,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,38,United-States,<=50K,32,Early Adulthood_Private_Some-college_Never-married_Tech-support_Not-in-family_Black_Male_United-States,0.5,Black_Male,Early Adulthood_Male
Youth,Private,27920,11th,7,Never-married,Exec-managerial,Own-child,White,Female,0,0,25,United-States,<=50K,18,Youth_Private_11th_Never-married_Exec-managerial_Own-child_White_Female_United-States,0.5,White_Female,Youth_Female
Midlife,Private,153052,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,53,Midlife_Private_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.0991189427312775,White_Male,Midlife_Male
Early Adulthood,Self-emp-not-inc,199303,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,40,Early Adulthood_Self-emp-not-inc_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,1.0555555555555556,White_Male,Early Adulthood_Male
Midlife,Private,233369,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,50,Midlife_Private_Some-college_Divorced_Prof-specialty_Unmarried_White_Female_United-States,0.5,White_Female,Midlife_Female
Midlife,Private,345789,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,>50K,43,Midlife_Private_Bachelors_Married-civ-spouse_Prof-specialty_Wife_White_Female_United-States,0.625,White_Female,Midlife_Female
Midlife,Private,238913,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,United-States,>50K,60,Midlife_Private_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.675,White_Male,Midlife_Male
